"Image type","Feature Class","Feature Name","Segmentation_segment_Segment_1"
"diagnostics","Versions","PyRadiomics","v3.1.0.post2+g146e3bd"
"diagnostics","Versions","Numpy","1.26.4"
"diagnostics","Versions","SimpleITK","2.4.0rc2.dev213"
"diagnostics","Versions","PyWavelet","1.6.0"
"diagnostics","Versions","Python","3.9.10"
"diagnostics","Configuration","Settings","{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 25.0, 'symmetricalGLCM': True, 'correctMask': True}"
"diagnostics","Configuration","EnabledImageTypes","{'Original': {}}"
"diagnostics","Image-original","Hash","9d7107f07e99e7b84a0a907b35dcb32e3826edef"
"diagnostics","Image-original","Dimensionality","3D"
"diagnostics","Image-original","Spacing","(0.7187500000000001, 0.7187500000000001, 5.9999999180427315)"
"diagnostics","Image-original","Size","(260, 320, 24)"
"diagnostics","Image-original","Mean","116.40873998397436"
"diagnostics","Image-original","Minimum","0.0"
"diagnostics","Image-original","Maximum","979.0"
"diagnostics","Mask-original","Hash","1aaec678d1a3d292e7ac74fe16c7528e021bc642"
"diagnostics","Mask-original","Spacing","(0.7187500000000001, 0.7187500000000001, 5.9999999180427315)"
"diagnostics","Mask-original","Size","(260, 320, 24)"
"diagnostics","Mask-original","BoundingBox","(149, 129, 15, 68, 103, 1)"
"diagnostics","Mask-original","VoxelNum","5760"
"diagnostics","Mask-original","VolumeNum","1"
"diagnostics","Mask-original","CenterOfMassIndex","(180.68993055555555, 181.4111111111111, 15.0)"
"diagnostics","Mask-original","CenterOfMass","(40.555749701629196, 39.49211519026248, -7.810016760031338)"
"original","firstorder","10Percentile","453.0"
"original","firstorder","90Percentile","690.0"
"original","firstorder","Energy","1940098554.0"
"original","firstorder","Entropy","3.834929022033935"
"original","firstorder","InterquartileRange","117.0"
"original","firstorder","Kurtosis","6.00917571015422"
"original","firstorder","Maximum","770.0"
"original","firstorder","MeanAbsoluteDeviation","71.64078016493055"
"original","firstorder","Mean","572.771875"
"original","firstorder","Median","578.0"
"original","firstorder","Minimum","0.0"
"original","firstorder","Range","770.0"
"original","firstorder","RobustMeanAbsoluteDeviation","49.44337273230393"
"original","firstorder","RootMeanSquared","580.3642525388689"
"original","firstorder","Skewness","-0.9817976417803048"
"original","firstorder","TotalEnergy","6013547584.260022"
"original","firstorder","Uniformity","0.08143789785879628"
"original","firstorder","Variance","8755.044833984375"
"original","glcm","Autocorrelation","566.4848317079376"
"original","glcm","ClusterProminence","13079.558265068563"
"original","glcm","ClusterShade","-283.5274966963532"
"original","glcm","ClusterTendency","50.70111300569393"
"original","glcm","Contrast","2.019996446794608"
"original","glcm","Correlation","0.923076411563672"
"original","glcm","DifferenceAverage","0.9125948469402223"
"original","glcm","DifferenceEntropy","1.7704519748242171"
"original","glcm","DifferenceVariance","1.1696147850848508"
"original","glcm","Id","0.6567825252240124"
"original","glcm","Idm","0.6320558811805276"
"original","glcm","Idmn","0.9979463485913578"
"original","glcm","Idn","0.9724460855826904"
"original","glcm","Imc1","-0.4039094602469129"
"original","glcm","Imc2","0.9750562978609694"
"original","glcm","InverseVariance","0.4643799482653603"
"original","glcm","JointAverage","23.543874887394647"
"original","glcm","JointEnergy","0.022099675636660786"
"original","glcm","JointEntropy","6.0696705595867995"
"original","glcm","MCC","0.9482296613327084"
"original","glcm","MaximumProbability","0.05158420559765916"
"original","glcm","SumAverage","47.087749774789316"
"original","glcm","SumEntropy","4.7641942567786195"
"original","glcm","SumSquares","13.180277363122133"
"original","gldm","DependenceEntropy","6.631393017819708"
"original","gldm","DependenceNonUniformity","843.7847222222222"
"original","gldm","DependenceNonUniformityNormalized","0.14649040316358025"
"original","gldm","DependenceVariance","3.5966647376543204"
"original","gldm","GrayLevelNonUniformity","469.08229166666666"
"original","gldm","GrayLevelVariance","14.143764437451775"
"original","gldm","HighGrayLevelEmphasis","563.1265625"
"original","gldm","LargeDependenceEmphasis","20.010416666666668"
"original","gldm","LargeDependenceHighGrayLevelEmphasis","11882.1078125"
"original","gldm","LargeDependenceLowGrayLevelEmphasis","0.049469846882339505"
"original","gldm","LowGrayLevelEmphasis","0.0035057980041745384"
"original","gldm","SmallDependenceEmphasis","0.16006088070677088"
"original","gldm","SmallDependenceHighGrayLevelEmphasis","82.80105413258089"
"original","gldm","SmallDependenceLowGrayLevelEmphasis","0.0008108142797417122"
"original","glrlm","GrayLevelNonUniformity","284.9772224258433"
"original","glrlm","GrayLevelNonUniformityNormalized","0.07998988359603262"
"original","glrlm","GrayLevelVariance","14.984099325464747"
"original","glrlm","HighGrayLevelRunEmphasis","548.603760590781"
"original","glrlm","LongRunEmphasis","3.9885049769400345"
"original","glrlm","LongRunHighGrayLevelEmphasis","2336.682996869897"
"original","glrlm","LongRunLowGrayLevelEmphasis","0.011174821503319167"
"original","glrlm","LowGrayLevelRunEmphasis","0.004023578563767515"
"original","glrlm","RunEntropy","5.36579200205372"
"original","glrlm","RunLengthNonUniformity","1712.7645978186433"
"original","glrlm","RunLengthNonUniformityNormalized","0.47702280738575475"
"original","glrlm","RunPercentage","0.6185763888888889"
"original","glrlm","RunVariance","1.327448156283821"
"original","glrlm","ShortRunEmphasis","0.7150966376777603"
"original","glrlm","ShortRunHighGrayLevelEmphasis","384.57112911761374"
"original","glrlm","ShortRunLowGrayLevelEmphasis","0.003148662226706278"
"original","glszm","GrayLevelNonUniformity","74.51362260343087"
"original","glszm","GrayLevelNonUniformityNormalized","0.0751903356240473"
"original","glszm","GrayLevelVariance","19.020860804760503"
"original","glszm","HighGrayLevelZoneEmphasis","503.8203834510595"
"original","glszm","LargeAreaEmphasis","323.12815338042384"
"original","glszm","LargeAreaHighGrayLevelEmphasis","213182.6205852674"
"original","glszm","LargeAreaLowGrayLevelEmphasis","0.5544619538754035"
"original","glszm","LowGrayLevelZoneEmphasis","0.005926787699046348"
"original","glszm","SizeZoneNonUniformity","244.02724520686175"
"original","glszm","SizeZoneNonUniformityNormalized","0.24624343613205021"
"original","glszm","SmallAreaEmphasis","0.5034572852184784"
"original","glszm","SmallAreaHighGrayLevelEmphasis","246.04253828851841"
"original","glszm","SmallAreaLowGrayLevelEmphasis","0.0030382046882603004"
"original","glszm","ZoneEntropy","6.644955462778117"
"original","glszm","ZonePercentage","0.1720486111111111"
"original","glszm","ZoneVariance","289.3451965774717"
"original","ngtdm","Busyness","0.27640938535325116"
"original","ngtdm","Coarseness","0.004173216405785182"
"original","ngtdm","Complexity","248.9473509601906"
"original","ngtdm","Contrast","0.01940398026709484"
"original","ngtdm","Strength","2.3929328505323"
