"Image type","Feature Class","Feature Name","Segmentation_segment_Segment_1"
"diagnostics","Versions","PyRadiomics","v3.1.0.post2+g146e3bd"
"diagnostics","Versions","Numpy","1.26.4"
"diagnostics","Versions","SimpleITK","2.4.0rc2.dev213"
"diagnostics","Versions","PyWavelet","1.6.0"
"diagnostics","Versions","Python","3.9.10"
"diagnostics","Configuration","Settings","{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 25.0, 'symmetricalGLCM': True, 'correctMask': True}"
"diagnostics","Configuration","EnabledImageTypes","{'Original': {}}"
"diagnostics","Image-original","Hash","9cd0a0780d60219aa3c820a2eb03fb381d94b21f"
"diagnostics","Image-original","Dimensionality","3D"
"diagnostics","Image-original","Spacing","(0.7187500000000001, 0.7187499999999999, 5.999999867575473)"
"diagnostics","Image-original","Size","(240, 320, 25)"
"diagnostics","Image-original","Mean","60.266571354166665"
"diagnostics","Image-original","Minimum","0.0"
"diagnostics","Image-original","Maximum","604.0"
"diagnostics","Mask-original","Hash","69c8862bb685b578472624e9d03b1ae38decdc8a"
"diagnostics","Mask-original","Spacing","(0.7187500000000001, 0.7187499999999999, 5.999999867575473)"
"diagnostics","Mask-original","Size","(240, 320, 25)"
"diagnostics","Mask-original","BoundingBox","(133, 126, 14, 78, 128, 1)"
"diagnostics","Mask-original","VoxelNum","7085"
"diagnostics","Mask-original","VolumeNum","1"
"diagnostics","Mask-original","CenterOfMassIndex","(171.68581510232886, 186.33394495412844, 14.0)"
"diagnostics","Mask-original","CenterOfMass","(35.277018674543086, 13.629750287173096, -1.3584814743688227)"
"original","firstorder","10Percentile","227.0"
"original","firstorder","90Percentile","501.0"
"original","firstorder","Energy","796367408.0"
"original","firstorder","Entropy","3.556579432194156"
"original","firstorder","InterquartileRange","93.0"
"original","firstorder","Kurtosis","3.0235282055114383"
"original","firstorder","Maximum","576.0"
"original","firstorder","MeanAbsoluteDeviation","73.44427167039612"
"original","firstorder","Mean","321.6852505292872"
"original","firstorder","Median","295.0"
"original","firstorder","Minimum","152.0"
"original","firstorder","Range","424.0"
"original","firstorder","RobustMeanAbsoluteDeviation","49.55384567406698"
"original","firstorder","RootMeanSquared","335.2639146237417"
"original","firstorder","Skewness","1.0068989927067338"
"original","firstorder","TotalEnergy","2468427829.301184"
"original","firstorder","Uniformity","0.10424295366925167"
"original","firstorder","Variance","8920.492040745277"
"original","glcm","Autocorrelation","69.12950408982812"
"original","glcm","ClusterProminence","9631.309090565084"
"original","glcm","ClusterShade","430.34666664102224"
"original","glcm","ClusterTendency","56.91230103386192"
"original","glcm","Contrast","1.0953933633936617"
"original","glcm","Correlation","0.9622414741109537"
"original","glcm","DifferenceAverage","0.6528162232632256"
"original","glcm","DifferenceEntropy","1.502261539292496"
"original","glcm","DifferenceVariance","0.6594152826804904"
"original","glcm","Id","0.7296049433279174"
"original","glcm","Idm","0.7144898201114004"
"original","glcm","Idmn","0.9966943984155622"
"original","glcm","Idn","0.9667379791676228"
"original","glcm","Imc1","-0.4649392047137364"
"original","glcm","Imc2","0.9806055569300545"
"original","glcm","InverseVariance","0.40988245264230505"
"original","glcm","JointAverage","7.427999344110943"
"original","glcm","JointEnergy","0.038340218397688"
"original","glcm","JointEntropy","5.466899270434211"
"original","glcm","MCC","0.9727983632117512"
"original","glcm","MaximumProbability","0.10152198175928223"
"original","glcm","SumAverage","14.85599868822189"
"original","glcm","SumEntropy","4.4819921216869485"
"original","glcm","SumSquares","14.501923599313898"
"original","gldm","DependenceEntropy","6.529489921738247"
"original","gldm","DependenceNonUniformity","881.3503175723359"
"original","gldm","DependenceNonUniformityNormalized","0.12439665738494508"
"original","gldm","DependenceVariance","4.796841060437107"
"original","gldm","GrayLevelNonUniformity","738.5613267466479"
"original","gldm","GrayLevelVariance","14.397491813541487"
"original","gldm","HighGrayLevelEmphasis","68.92378263937897"
"original","gldm","LargeDependenceEmphasis","29.263373323923783"
"original","gldm","LargeDependenceHighGrayLevelEmphasis","1863.3774170783345"
"original","gldm","LargeDependenceLowGrayLevelEmphasis","1.1108661911574684"
"original","gldm","LowGrayLevelEmphasis","0.040231844587418256"
"original","gldm","SmallDependenceEmphasis","0.10756566193219753"
"original","gldm","SmallDependenceHighGrayLevelEmphasis","8.032134679372938"
"original","gldm","SmallDependenceLowGrayLevelEmphasis","0.004621451874029867"
"original","glrlm","GrayLevelNonUniformity","336.4797867054409"
"original","glrlm","GrayLevelNonUniformityNormalized","0.09362242486520542"
"original","glrlm","GrayLevelVariance","15.389027978841765"
"original","glrlm","HighGrayLevelRunEmphasis","72.60722241943785"
"original","glrlm","LongRunEmphasis","7.099962196364583"
"original","glrlm","LongRunHighGrayLevelEmphasis","450.577293174043"
"original","glrlm","LongRunLowGrayLevelEmphasis","0.26671754823003957"
"original","glrlm","LowGrayLevelRunEmphasis","0.04168120198239921"
"original","glrlm","RunEntropy","5.553088635881697"
"original","glrlm","RunLengthNonUniformity","1410.298293622841"
"original","glrlm","RunLengthNonUniformityNormalized","0.38888717280048873"
"original","glrlm","RunPercentage","0.5067043048694425"
"original","glrlm","RunVariance","3.1035876989223796"
"original","glrlm","ShortRunEmphasis","0.6431855044375091"
"original","glrlm","ShortRunHighGrayLevelEmphasis","47.92674301867632"
"original","glrlm","ShortRunLowGrayLevelEmphasis","0.027160221159854857"
"original","glszm","GrayLevelNonUniformity","58.67596281540504"
"original","glszm","GrayLevelNonUniformityNormalized","0.07792292538566407"
"original","glszm","GrayLevelVariance","15.38423552359839"
"original","glszm","HighGrayLevelZoneEmphasis","75.71978751660026"
"original","glszm","LargeAreaEmphasis","1084.7131474103585"
"original","glszm","LargeAreaHighGrayLevelEmphasis","68460.45019920319"
"original","glszm","LargeAreaLowGrayLevelEmphasis","31.88363527640932"
"original","glszm","LowGrayLevelZoneEmphasis","0.04823637218482681"
"original","glszm","SizeZoneNonUniformity","147.04780876494024"
"original","glszm","SizeZoneNonUniformityNormalized","0.19528261456167362"
"original","glszm","SmallAreaEmphasis","0.44346503305583773"
"original","glszm","SmallAreaHighGrayLevelEmphasis","34.11224985614817"
"original","glszm","SmallAreaLowGrayLevelEmphasis","0.019929254413806167"
"original","glszm","ZoneEntropy","6.840654732068047"
"original","glszm","ZonePercentage","0.10628087508821454"
"original","glszm","ZoneVariance","996.183291623237"
"original","ngtdm","Busyness","2.4062101169487757"
"original","ngtdm","Coarseness","0.003548308418249872"
"original","ngtdm","Complexity","58.6481338484228"
"original","ngtdm","Contrast","0.039864089083869826"
"original","ngtdm","Strength","0.5492302672330553"
