"Image type","Feature Class","Feature Name","Segmentation_segment_Segment_1"
"diagnostics","Versions","PyRadiomics","v3.1.0.post2+g146e3bd"
"diagnostics","Versions","Numpy","1.26.4"
"diagnostics","Versions","SimpleITK","2.4.0rc2.dev213"
"diagnostics","Versions","PyWavelet","1.6.0"
"diagnostics","Versions","Python","3.9.10"
"diagnostics","Configuration","Settings","{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 25.0, 'symmetricalGLCM': True, 'correctMask': True}"
"diagnostics","Configuration","EnabledImageTypes","{'Original': {}}"
"diagnostics","Image-original","Hash","15e996d35a752530b653b957a586e6352061292c"
"diagnostics","Image-original","Dimensionality","3D"
"diagnostics","Image-original","Spacing","(1.015625, 1.015625, 1.00000000000002)"
"diagnostics","Image-original","Size","(256, 256, 176)"
"diagnostics","Image-original","Mean","19.229199756275523"
"diagnostics","Image-original","Minimum","0.0"
"diagnostics","Image-original","Maximum","325.0"
"diagnostics","Mask-original","Hash","7bb7f246a8eaa60cdff17971584b2848dd08c074"
"diagnostics","Mask-original","Spacing","(1.015625, 1.015625, 1.00000000000002)"
"diagnostics","Mask-original","Size","(256, 256, 176)"
"diagnostics","Mask-original","BoundingBox","(83, 61, 113, 65, 76, 1)"
"diagnostics","Mask-original","VoxelNum","3652"
"diagnostics","Mask-original","VolumeNum","1"
"diagnostics","Mask-original","CenterOfMassIndex","(113.67935377875136, 101.38691128148959, 113.0)"
"diagnostics","Mask-original","CenterOfMass","(-14.544406318455643, -44.26269409604295, 52.499863519188985)"
"original","firstorder","10Percentile","73.10000000000002"
"original","firstorder","90Percentile","185.0"
"original","firstorder","Energy","77037235.0"
"original","firstorder","Entropy","2.6390682082208325"
"original","firstorder","InterquartileRange","48.0"
"original","firstorder","Kurtosis","3.390411645168854"
"original","firstorder","Maximum","236.0"
"original","firstorder","MeanAbsoluteDeviation","31.970479948270636"
"original","firstorder","Mean","139.20180722891567"
"original","firstorder","Median","147.0"
"original","firstorder","Minimum","0.0"
"original","firstorder","Range","236.0"
"original","firstorder","RobustMeanAbsoluteDeviation","21.0731621931998"
"original","firstorder","RootMeanSquared","145.239571510419"
"original","firstorder","Skewness","-0.9044303050922011"
"original","firstorder","TotalEnergy","79463456.51245277"
"original","firstorder","Uniformity","0.19250640918748177"
"original","firstorder","Variance","1717.389996733924"
"original","glcm","Autocorrelation","39.39621204713637"
"original","glcm","ClusterProminence","350.15210877208597"
"original","glcm","ClusterShade","-29.244618533387346"
"original","glcm","ClusterTendency","10.272725505206026"
"original","glcm","Contrast","1.115145440502693"
"original","glcm","Correlation","0.8042389267445615"
"original","glcm","DifferenceAverage","0.6715994555069917"
"original","glcm","DifferenceEntropy","1.5045208968764006"
"original","glcm","DifferenceVariance","0.6539578774718379"
"original","glcm","Id","0.7204605995476103"
"original","glcm","Idm","0.705728018498627"
"original","glcm","Idmn","0.9895245851530421"
"original","glcm","Idn","0.9420164874507598"
"original","glcm","Imc1","-0.29196705746733215"
"original","glcm","Imc2","0.8804051287315858"
"original","glcm","InverseVariance","0.4306372263428767"
"original","glcm","JointAverage","6.091536132341349"
"original","glcm","JointEnergy","0.07059515113859932"
"original","glcm","JointEntropy","4.498633378801713"
"original","glcm","MCC","0.819700939158549"
"original","glcm","MaximumProbability","0.14630650855209704"
"original","glcm","SumAverage","12.1830722646827"
"original","glcm","SumEntropy","3.5148281737217153"
"original","glcm","SumSquares","2.8469677364271804"
"original","gldm","DependenceEntropy","5.564398853569813"
"original","gldm","DependenceNonUniformity","460.24424972617743"
"original","gldm","DependenceNonUniformityNormalized","0.12602526005645603"
"original","gldm","DependenceVariance","4.56325211230264"
"original","gldm","GrayLevelNonUniformity","703.0334063526834"
"original","gldm","GrayLevelVariance","2.827565789394759"
"original","gldm","HighGrayLevelEmphasis","39.93674698795181"
"original","gldm","LargeDependenceEmphasis","27.410186199342824"
"original","gldm","LargeDependenceHighGrayLevelEmphasis","1141.6596385542168"
"original","gldm","LargeDependenceLowGrayLevelEmphasis","1.0939824357037853"
"original","gldm","LowGrayLevelEmphasis","0.04612842328221702"
"original","gldm","SmallDependenceEmphasis","0.13086873575694935"
"original","gldm","SmallDependenceHighGrayLevelEmphasis","4.696932060294707"
"original","gldm","SmallDependenceLowGrayLevelEmphasis","0.009901083985036776"
"original","glrlm","GrayLevelNonUniformity","336.6086603869187"
"original","glrlm","GrayLevelNonUniformityNormalized","0.17458196894335887"
"original","glrlm","GrayLevelVariance","3.0675434686053578"
"original","glrlm","HighGrayLevelRunEmphasis","38.69701456904935"
"original","glrlm","LongRunEmphasis","6.133204395848529"
"original","glrlm","LongRunHighGrayLevelEmphasis","252.4628762112496"
"original","glrlm","LongRunLowGrayLevelEmphasis","0.2581448806951424"
"original","glrlm","LowGrayLevelRunEmphasis","0.05138323361883464"
"original","glrlm","RunEntropy","4.5542613870395"
"original","glrlm","RunLengthNonUniformity","778.2380774347602"
"original","glrlm","RunLengthNonUniformityNormalized","0.3997413653793864"
"original","glrlm","RunPercentage","0.5275191675794085"
"original","glrlm","RunVariance","2.4443101977203145"
"original","glrlm","ShortRunEmphasis","0.6524738641945935"
"original","glrlm","ShortRunHighGrayLevelEmphasis","24.58870480332111"
"original","glrlm","ShortRunLowGrayLevelEmphasis","0.03700416991946689"
"original","glszm","GrayLevelNonUniformity","65.14686825053995"
"original","glszm","GrayLevelNonUniformityNormalized","0.1407059789428509"
"original","glszm","GrayLevelVariance","4.020077529866725"
"original","glszm","HighGrayLevelZoneEmphasis","34.61555075593952"
"original","glszm","LargeAreaEmphasis","1138.6177105831534"
"original","glszm","LargeAreaHighGrayLevelEmphasis","48056.14470842333"
"original","glszm","LargeAreaLowGrayLevelEmphasis","36.79051139786368"
"original","glszm","LowGrayLevelZoneEmphasis","0.08115179391090889"
"original","glszm","SizeZoneNonUniformity","143.6133909287257"
"original","glszm","SizeZoneNonUniformityNormalized","0.3101801099972477"
"original","glszm","SmallAreaEmphasis","0.5758145016364064"
"original","glszm","SmallAreaHighGrayLevelEmphasis","19.20782915203761"
"original","glszm","SmallAreaLowGrayLevelEmphasis","0.058028552540346064"
"original","glszm","ZoneEntropy","5.347434065104005"
"original","glszm","ZonePercentage","0.12677984665936473"
"original","glszm","ZoneVariance","1076.402073060937"
"original","ngtdm","Busyness","4.376086653937698"
"original","ngtdm","Coarseness","0.0032180945097273384"
"original","ngtdm","Complexity","20.278619887639543"
"original","ngtdm","Contrast","0.03110704168451837"
"original","ngtdm","Strength","0.12641539418805883"
