"Image type","Feature Class","Feature Name","Segmentation_segment_Segment_1"
"diagnostics","Versions","PyRadiomics","v3.1.0.post2+g146e3bd"
"diagnostics","Versions","Numpy","1.26.4"
"diagnostics","Versions","SimpleITK","2.4.0rc2.dev213"
"diagnostics","Versions","PyWavelet","1.6.0"
"diagnostics","Versions","Python","3.9.10"
"diagnostics","Configuration","Settings","{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 25.0, 'symmetricalGLCM': True, 'correctMask': True}"
"diagnostics","Configuration","EnabledImageTypes","{'Original': {}}"
"diagnostics","Image-original","Hash","3e587851e8ef877f2c908c255c61deb5c31de575"
"diagnostics","Image-original","Dimensionality","3D"
"diagnostics","Image-original","Spacing","(0.44921875000000017, 0.44921875000000033, 0.8999999853280932)"
"diagnostics","Image-original","Size","(512, 512, 208)"
"diagnostics","Image-original","Mean","31.135625472435585"
"diagnostics","Image-original","Minimum","0.0"
"diagnostics","Image-original","Maximum","338.0"
"diagnostics","Mask-original","Hash","be54671fb60d193533e29d7e01d1210e58066bac"
"diagnostics","Mask-original","Spacing","(0.44921875000000017, 0.44921875000000033, 0.8999999853280932)"
"diagnostics","Mask-original","Size","(512, 512, 208)"
"diagnostics","Mask-original","BoundingBox","(136, 111, 132, 133, 158, 1)"
"diagnostics","Mask-original","VoxelNum","16577"
"diagnostics","Mask-original","VolumeNum","1"
"diagnostics","Mask-original","CenterOfMassIndex","(202.80756469807565, 190.52132472703144, 132.0)"
"diagnostics","Mask-original","CenterOfMass","(-16.930978018287718, -19.42736519758037, 18.471281842195168)"
"original","firstorder","10Percentile","104.0"
"original","firstorder","90Percentile","213.0"
"original","firstorder","Energy","389597657.0"
"original","firstorder","Entropy","2.5580882321738225"
"original","firstorder","InterquartileRange","65.0"
"original","firstorder","Kurtosis","2.5047823694215037"
"original","firstorder","Maximum","248.0"
"original","firstorder","MeanAbsoluteDeviation","35.48852006275514"
"original","firstorder","Mean","147.4560535681969"
"original","firstorder","Median","135.0"
"original","firstorder","Minimum","0.0"
"original","firstorder","Range","248.0"
"original","firstorder","RobustMeanAbsoluteDeviation","27.572990208223754"
"original","firstorder","RootMeanSquared","153.30460463959955"
"original","firstorder","Skewness","0.40643248726366155"
"original","firstorder","TotalEnergy","70757843.57981181"
"original","firstorder","Uniformity","0.2055200733338617"
"original","firstorder","Variance","1759.0140697969734"
"original","glcm","Autocorrelation","44.115640091830514"
"original","glcm","ClusterProminence","300.45998845633295"
"original","glcm","ClusterShade","17.75210687772603"
"original","glcm","ClusterTendency","11.190076822783073"
"original","glcm","Contrast","0.2137746725456222"
"original","glcm","Correlation","0.962479293807059"
"original","glcm","DifferenceAverage","0.20087203869178175"
"original","glcm","DifferenceEntropy","0.7448388421880763"
"original","glcm","DifferenceVariance","0.1723489180995339"
"original","glcm","Id","0.9016454956375821"
"original","glcm","Idm","0.9008542440394932"
"original","glcm","Idmn","0.9978916474064887"
"original","glcm","Idn","0.9818356888277213"
"original","glcm","Imc1","-0.6543489446451286"
"original","glcm","Imc2","0.9816199519958009"
"original","glcm","InverseVariance","0.19023318288458174"
"original","glcm","JointAverage","6.432072814586015"
"original","glcm","JointEnergy","0.1486984977608161"
"original","glcm","JointEntropy","3.42744851929745"
"original","glcm","MCC","0.9698022216982052"
"original","glcm","MaximumProbability","0.30234596577907485"
"original","glcm","SumAverage","12.86414562917203"
"original","glcm","SumEntropy","3.1976234310180027"
"original","glcm","SumSquares","2.8509628738321733"
"original","gldm","DependenceEntropy","4.843312820656498"
"original","gldm","DependenceNonUniformity","4409.1479157869335"
"original","gldm","DependenceNonUniformityNormalized","0.2659798465215017"
"original","gldm","DependenceVariance","3.666655394100129"
"original","gldm","GrayLevelNonUniformity","3406.9062556554263"
"original","gldm","GrayLevelVariance","2.8874532800910595"
"original","gldm","HighGrayLevelEmphasis","44.15937745068469"
"original","gldm","LargeDependenceEmphasis","57.9431139530675"
"original","gldm","LargeDependenceHighGrayLevelEmphasis","2535.046992821379"
"original","gldm","LargeDependenceLowGrayLevelEmphasis","1.7846921324765788"
"original","gldm","LowGrayLevelEmphasis","0.032914174678895666"
"original","gldm","SmallDependenceEmphasis","0.02962134051415816"
"original","gldm","SmallDependenceHighGrayLevelEmphasis","1.2400346015474821"
"original","gldm","SmallDependenceLowGrayLevelEmphasis","0.0013766378235548977"
"original","glrlm","GrayLevelNonUniformity","555.0772313576692"
"original","glrlm","GrayLevelNonUniformityNormalized","0.16415008514382645"
"original","glrlm","GrayLevelVariance","3.163550837988366"
"original","glrlm","HighGrayLevelRunEmphasis","44.87779480472371"
"original","glrlm","LongRunEmphasis","69.17941520208485"
"original","glrlm","LongRunHighGrayLevelEmphasis","2773.5933421155464"
"original","glrlm","LongRunLowGrayLevelEmphasis","2.2271589147461603"
"original","glrlm","LowGrayLevelRunEmphasis","0.03946954240492062"
"original","glrlm","RunEntropy","6.086821125266998"
"original","glrlm","RunLengthNonUniformity","539.5385706188575"
"original","glrlm","RunLengthNonUniformityNormalized","0.1553504722500399"
"original","glrlm","RunPercentage","0.20409302045002115"
"original","glrlm","RunVariance","43.43245281012761"
"original","glrlm","ShortRunEmphasis","0.35532024069202267"
"original","glrlm","ShortRunHighGrayLevelEmphasis","15.223471388982158"
"original","glrlm","ShortRunLowGrayLevelEmphasis","0.017919506149024773"
"original","glszm","GrayLevelNonUniformity","30.117117117117118"
"original","glszm","GrayLevelNonUniformityNormalized","0.13566268971674378"
"original","glszm","GrayLevelVariance","4.679977274571868"
"original","glszm","HighGrayLevelZoneEmphasis","34.387387387387385"
"original","glszm","LargeAreaEmphasis","136497.25675675675"
"original","glszm","LargeAreaHighGrayLevelEmphasis","5521653.054054054"
"original","glszm","LargeAreaLowGrayLevelEmphasis","4079.467052674131"
"original","glszm","LowGrayLevelZoneEmphasis","0.0706161908790877"
"original","glszm","SizeZoneNonUniformity","21.873873873873872"
"original","glszm","SizeZoneNonUniformityNormalized","0.09853096339582826"
"original","glszm","SmallAreaEmphasis","0.28712678638305433"
"original","glszm","SmallAreaHighGrayLevelEmphasis","7.86257179213744"
"original","glszm","SmallAreaLowGrayLevelEmphasis","0.026302571470162447"
"original","glszm","ZoneEntropy","6.423851889705729"
"original","glszm","ZonePercentage","0.013392049224829583"
"original","glszm","ZoneVariance","130921.47295268242"
"original","ngtdm","Busyness","7.425188894946142"
"original","ngtdm","Coarseness","0.0020748936742047237"
"original","ngtdm","Complexity","7.246700634837182"
"original","ngtdm","Contrast","0.010718528185504887"
"original","ngtdm","Strength","0.08661172239362372"
